skill,users,target_users,non_target_users,log_odds_target,abs_log_odds
Semiconductor Device Physics,46,39,7,1.2450490574194033,1.2450490574194033
React Redux,71,60,11,1.243947735722184,1.243947735722184
Leadership Psychology,99,30,69,-1.2399486629027887,1.2399486629027887
Legal Writing,443,135,308,-1.2390987969710947,1.2390987969710947
EC2,52,44,8,1.2390744317305158,1.2390744317305158
Sales Inventory and Operations Planning,30,9,21,-1.2331097304725303,1.2331097304725303
Political Campaigns,59,18,41,-1.224271289097782,1.224271289097782
Web App Development,543,455,88,1.2220445707407208,1.2220445707407208
SAP Technology Consulting,45,38,7,1.219406626806065,1.219406626806065
Software Requirements Analysis,45,38,7,1.219406626806065,1.219406626806065
Daily Scrum,480,402,78,1.218247878124847,1.218247878124847
Qualitative Research Interviewing,91,28,63,-1.2174844125694486,1.2174844125694486
Addressing Schemes,100,84,16,1.2170425595111851,1.2170425595111851
IBM Assembly Language and Successors,57,48,9,1.2139234053915349,1.2139234053915349
Organometallic Chemistry,36,11,25,-1.2126800107405842,1.2126800107405842
Chemical Analysis,116,36,80,-1.2072935177814799,1.2072935177814799
Native SQL,1222,1020,202,1.200959501757898,1.200959501757898
International Taxation,26,22,4,1.1930893184886928,1.1930893184886928
Solidity,26,22,4,1.1930893184886928,1.1930893184886928
Unix Shell,193,161,32,1.186916459381611,1.186916459381611
Autodesk Robot Structural Analysis,29,9,20,-1.1854816814832754,1.1854816814832754
International Event Management,152,48,104,-1.1839718674068358,1.1839718674068358
Backend Development,216,180,36,1.1820699232390819,1.1820699232390819
Automated External Defibrillator,32,10,22,-1.1784886459923047,1.1784886459923047
Twodimensional Gel Electrophoresis,32,10,22,-1.1784886459923047,1.1784886459923047
Apprenticeship Training,32,10,22,-1.1784886459923047,1.1784886459923047
Health Policy Research,32,10,22,-1.1784886459923047,1.1784886459923047
Digital Storytelling,32,10,22,-1.1784886459923047,1.1784886459923047
Sales Statistics,57,18,39,-1.1748785337682053,1.1748785337682053
8d Problem Solving,204,65,139,-1.1723630525656223,1.1723630525656223
Healthcare Consulting,60,19,41,-1.1716275556123597,1.1716275556123597
Project Portfolio Management,660,548,112,1.1678854641254022,1.1678854641254022
Dart for Publishers,37,31,6,1.1618367749845877,1.1618367749845877
Mips Assembly,37,31,6,1.1618367749845877,1.1618367749845877
Spring Data,148,123,25,1.1612141099582436,1.1612141099582436
User Interaction,72,60,12,1.1605661267831326,1.1605661267831326
Editorial Photography,44,14,30,-1.1599266281322453,1.1599266281322453
Data Structure Libraries,725,601,124,1.1587722255645634,1.1587722255645634
Creative Nonfiction Writing,47,15,32,-1.156748659355899,1.156748659355899
Research Management,84,27,57,-1.1539475370761876,1.1539475370761876
Corporate Financial Reporting,89,74,15,1.1536105075149052,1.1536105075149052
Flask,234,194,40,1.1527815950005995,1.1527815950005995
TypeScript,609,504,105,1.1485082929321342,1.1485082929321342
Oracle SQL Developer,25,21,4,1.1476269444119351,1.1476269444119351
Fixed Income Analysis,377,312,65,1.1462057325898414,1.1462057325898414
Energy Engineering,25,8,17,-1.1384833113786055,1.1384833113786055
Treasury Management,42,35,7,1.1382810819936973,1.1382810819936973
Journalism,28,9,19,-1.1354712609086137,1.1354712609086137
Social Media Monitoring,28,9,19,-1.1354712609086137,1.1354712609086137
Adobe Design Programs,31,10,21,-1.133026271915548,1.133026271915548
Education Strategy,34,11,23,-1.1310019797263164,1.1310019797263164
Project Management Software,37,12,25,-1.1292984018015328,1.1292984018015328
Tax Research,400,330,70,1.1286453555281097,1.1286453555281097
Marketing Communications Planning,122,40,82,-1.1278449131735506,1.1278449131735506
Entrepreneurship Education,40,13,27,-1.1278449131735497,1.1278449131735497
Microsoft Dynamics Finance,70,58,12,1.1269495159841476,1.1269495159841476
UX Research,1929,1589,340,1.1244110608158824,1.1244110608158824
Structured Query Language Procedural Language,4201,3460,741,1.1241446107585231,1.1241446107585231
React Native,970,799,171,1.1230546717226062,1.1230546717226062
Windows Template Libraries,47,39,8,1.1198859144653976,1.1198859144653976
Digital Product Management,109,90,19,1.1185867911907712,1.1185867911907712
Full Stack Development,250,206,44,1.1184626292834854,1.1184626292834854
Creative Writing Workshops,103,34,69,-1.1167160224788404,1.1167160224788404
Microservices Development,58,48,10,1.1138399468345517,1.1138399468345517
ASP.NET MVC,35,29,6,1.0962394924987748,1.0962394924987748
Donor Research,48,16,32,-1.0942283023745656,1.0942283023745656
Agile Product Management,57,47,10,1.0930058599317096,1.0930058599317096
Java Android,101,83,18,1.090727305827122,1.090727305827122
Project Engineer,190,64,126,-1.089925678311256,1.089925678311256
Jupyter Notebook,36,12,24,-1.0892930671878336,1.0892930671878336
Ansys Mechanical,33,11,22,-1.0875168677865776,1.0875168677865776
Object-Oriented Perl,84,69,15,1.0841381347001375,1.0841381347001375
Courts,27,9,18,-1.0828275274231922,1.0828275274231922
Front Desk,27,9,18,-1.0828275274231922,1.0828275274231922
Technical Leadership,1420,1161,259,1.0823622556591124,1.0823622556591124
HTML5,417,341,76,1.0797083442329467,1.0797083442329467
Cloud Computing Architecture,220,180,40,1.0780802097150337,1.0780802097150337
Software Development Tools,29,24,5,1.0775764313668477,1.0775764313668477
Mortgage Banking,29,24,5,1.0775764313668477,1.0775764313668477
International Financial Reporting Standards,78,64,14,1.0761679804297897,1.0761679804297897
Wildlife Science,343,117,226,-1.072655205284283,1.072655205284283
Jenkins 2,110,90,20,1.0685763706161095,1.0685763706161095
Phone Etiquette,53,18,35,-1.0681105583424992,1.0681105583424992
Postman API Platform,45,37,8,1.0679261755346863,1.0679261755346863
Educational Statistics,196,67,129,-1.0679018772065159,1.0679018772065159
Esprit AutoCAD,158,54,104,-1.0673349636810752,1.0673349636810752
Sound Editing,114,39,75,-1.0641805782933105,1.0641805782933105
Global Business Development,88,72,16,1.0638775870086858,1.0638775870086858
Sales Management Consulting,492,401,91,1.0625199671599326,1.0625199671599326
Network Troubleshooting,34,28,6,1.0617533164276054,1.0617533164276054
Software Engineering Practices,34,28,6,1.0617533164276054,1.0617533164276054
Internal Control Frameworks,34,28,6,1.0617533164276054,1.0617533164276054
Logistics Management,70,24,46,-1.057127788988038,1.057127788988038
Stock Valuation,699,569,130,1.0570369621790805,1.0570369621790805
Suspension Cell Culture,406,140,266,-1.056515348777507,1.056515348777507
Social Media Storytelling,1101,380,721,-1.0561947948575932,1.0561947948575932
Social Media Campaigns,113,39,74,-1.0508470474238454,1.0508470474238454
Digital Strategy,71,58,13,1.0499884748480195,1.0499884748480195
Semantic HTML,39,32,7,1.0499884748480186,1.0499884748480186
Research Ethics,35,12,23,-1.047620370787265,1.047620370787265
Flight Training,35,12,23,-1.047620370787265,1.047620370787265
PowerPoint,35,12,23,-1.047620370787265,1.047620370787265
Financial Management Services,140,114,26,1.047081496056709,1.047081496056709
JS Framework,554,450,104,1.044822411698119,1.044822411698119
Amazon S3 Buckets,76,62,14,1.0446693133704184,1.0446693133704184
Software Infrastructure,113,92,21,1.042807115439354,1.042807115439354
Youth Mentoring,95,33,62,-1.0399697118567435,1.0399697118567435
Fixed Income,1079,875,204,1.0378785822976417,1.0378785822976417
Egyptian Arabic Language,29,10,19,-1.0353878023516314,1.0353878023516314
Fixed Income Products,70,57,13,1.0327466684135134,1.0327466684135134
Retail Budget Management,46,16,30,-1.0307148966522393,1.0307148966522393
Unity Connection,138,112,26,1.02945989470689,1.02945989470689
Environmental Problem Solving,63,22,41,-1.0285267119716863,1.0285267119716863
Business Mathematics,54,44,10,1.0277653380633085,1.0277653380633085
Integration Platforms,54,44,10,1.0277653380633085,1.0277653380633085
Web Editing,54,44,10,1.0277653380633085,1.0277653380633085
Website Building,26,9,17,-1.0272576762683814,1.0272576762683814
Simulation Tool,26,9,17,-1.0272576762683814,1.0272576762683814
Nonprofit Management,134,47,87,-1.0272576762683814,1.0272576762683814
Supervising,26,9,17,-1.0272576762683814,1.0272576762683814
Music Information Retrieval,33,27,6,1.0260352338255254,1.0260352338255254
MongoDB Atlas,331,268,63,1.0254624141048656,1.0254624141048656
Express.js,148,120,28,1.0253970717106968,1.0253970717106968
Derivatives Trading,838,678,160,1.0252419427594455,1.0252419427594455
Corporate Finance,59,48,11,1.0228681686288255,1.0228681686288255
Investment Advisory,299,242,57,1.022868168628825,1.022868168628825
AWS,794,642,152,1.0218536267765006,1.0218536267765006
Educational Technology,40,14,26,-1.0193446775110564,1.0193446775110564
Systems Integration,38,31,7,1.0187359313439144,1.0187359313439144
Selenium Testing,43,35,8,1.0131179390396916,1.0131179390396916
Microsoft SQL Server Databases,426,344,82,1.0129472031676694,1.0129472031676694
Particle Physics Experiments,37,13,24,-1.0123320260517055,1.0123320260517055
Molecular Biology Assays,1193,424,769,-1.0111775414729398,1.0111775414729398
Hadoop Distributed File System,79,64,15,1.009476605931118,1.009476605931118
REST API Development,295,238,57,1.0062357685796832,1.0062357685796832
Hedge Funds,968,780,188,1.0044881391220133,1.0044881391220133
Business Intelligence Data Modeling,34,12,22,-1.0041352588475263,1.0041352588475263
New Media,34,12,22,-1.0041352588475263,1.0041352588475263
Manufacturing Process Management,34,12,22,-1.0041352588475263,1.0041352588475263
Equity Capital Markets,546,440,106,1.0034168662813463,1.0034168662813463
Portfolio Management,407,328,79,1.0024312223189713,1.0024312223189713
Copy Editing,168,60,108,-1.000455401889126,1.000455401889126
Fundraising Campaigns,45,16,29,-0.9973784763846476,0.9973784763846476
Web Based PHP Applications,114,92,22,0.9973447413625971,0.9973447413625971
Bloomberg Law,68,55,13,0.9973447413625971,0.9973447413625971
Web Project,461,371,90,0.995850419506525,0.995850419506525
Health Policy Analysis,31,11,20,-0.994426444720566,0.994426444720566
Web Application Design,103,83,20,0.9880731517670389,0.9880731517670389
Firebase Cloud Messaging,108,87,21,0.9872372642845431,0.9872372642845431
Acquisition Marketing,118,95,23,0.9857772323911638,0.9857772323911638
Higher Education Law,224,81,143,-0.9820806088982668,0.9820806088982668
Autodesk Revit,72,26,46,-0.9786561735465424,0.9786561735465424
Angular UI,87,70,17,0.9770632349433468,0.9770632349433468
Environmental Policy Analysis,58,21,37,-0.9726365917881568,0.9726365917881568
Construction Communication,36,13,23,-0.970659329651137,0.970659329651137
Presentation Training,25,9,16,-0.9684171762454481,0.9684171762454481
Institutional Research,25,9,16,-0.9684171762454481,0.9684171762454481
Google SketchUp,25,9,16,-0.9684171762454481,0.9684171762454481
International Development,25,9,16,-0.9684171762454481,0.9684171762454481
Economic Development Research,25,9,16,-0.9684171762454481,0.9684171762454481
Swift,276,221,55,0.9676909747873932,0.9676909747873932
Easy Java Simulations,148,54,94,-0.9667477267759068,0.9667477267759068
Medical Staff Development,55,20,35,-0.9654564042824152,0.9654564042824152
Student Recruiting,55,20,35,-0.9654564042824152,0.9654564042824152
Apollo GraphQL,131,105,26,0.9652176259785366,0.9652176259785366
Graphics Editing,85,31,54,-0.9645617497830186,0.9645617497830186
Mobile Application Development,101,81,20,0.9638295401570467,0.9638295401570467
Customer Portfolio Management,76,61,15,0.9618485569418631,0.9618485569418631
Online Training,33,12,21,-0.9586728847707695,0.9586728847707695
Structural Engineering Software,52,19,33,-0.957479567206728,0.957479567206728
.NET Framework,46,37,9,0.9567005404244622,0.9567005404244622
Infrastructure Asset Management,130,104,26,0.9556937444672808,0.9556937444672808
Research Consulting,120,96,24,0.954521296848851,0.954521296848851
Amt Asset Management Software,110,88,22,0.9531386488581015,0.9531386488581015
MySQL MariaDB,184,147,37,0.9531386488581011,0.9531386488581011
Code Review,31,25,6,0.9505276813173804,0.9505276813173804
Capital Market Operations,424,338,86,0.9480310844690876,0.9480310844690876
Backend Infrastructure,26,21,5,0.9469562489497836,0.9469562489497836
Corporate Tax,26,21,5,0.9469562489497836,0.9469562489497836
Purified Protein Derivative,26,21,5,0.9469562489497836,0.9469562489497836
System Architecture,26,21,5,0.9469562489497836,0.9469562489497836
Paid Social Media Advertising,219,81,138,-0.9466158993259839,0.9466158993259839
Digital Content Editing,119,44,75,-0.9449920610281923,0.9449920610281923
Time Series Analysis and Forecasting,30,11,19,-0.9444160241459043,0.9444160241459043
Professional Communication,30,11,19,-0.9444160241459043,0.9444160241459043
SQLite,70,56,14,0.9437433947804577,0.9437433947804577
Software Engineering 2004,339,270,69,0.942596751770381,0.942596751770381
Data Cleaning,73,27,46,-0.9416149018661937,0.9416149018661937
Legal Analysis,60,48,12,0.9394865596897741,0.9394865596897741
Capital Markets,865,688,177,0.9391961153078312,0.9391961153078312
Social Media Communications,89,33,56,-0.9390437932667828,0.9390437932667828
Adult Cardiopulmonary Resuscitation,54,20,34,-0.9368830318383594,0.9368830318383594
Scala,128,102,26,0.9363694716408775,0.9363694716408775
IT Business Analysis,342,272,70,0.9356773103396678,0.9356773103396678
Investment Management Industry,351,279,72,0.9330671367891168,0.9330671367891168
Investment Management,710,564,146,0.9325663611871864,0.9325663611871864
Management Due Diligence,287,228,59,0.9292113038372674,0.9292113038372674
Parallel Programming,74,59,15,0.9287876946809757,0.9287876946809757
Commercial Finance,1437,1140,297,0.92745922279335,0.92745922279335
Classroom Management,107,40,67,-0.9271742177113991,0.9271742177113991
Design Team Coordination,43,16,27,-0.9271742177113991,0.9271742177113991
Grassroots,27,10,17,-0.9271742177113991,0.9271742177113991
Nonprofit Marketing,75,28,47,-0.9271742177113982,0.9271742177113982
Market Share Analysis,35,13,22,-0.9271742177113982,0.9271742177113982
Editorial Judgment,35,13,22,-0.9271742177113982,0.9271742177113982
Corporate Finance Principles,1875,1487,388,0.9262103736666745,0.9262103736666745
JUnit,40,32,8,0.924825331894013,0.924825331894013
Equities,2045,1620,425,0.9208764806227652,0.9208764806227652
Full Software Development Lifecycle,155,123,32,0.9186524727869321,0.9186524727869321
SEO Copywriting,56,21,35,-0.9178283552931612,0.9178283552931612
Financial Report Writing,109,41,68,-0.9174889119769354,0.9174889119769354
Investment Banking,2029,1606,423,0.9169110705183958,0.9169110705183958
Apache Spark,126,100,26,0.9166644005615456,0.9166644005615456
Java Web Services Development Pack,126,100,26,0.9166644005615456,0.9166644005615456
Mentoring,48,18,30,-0.9163045454744951,0.9163045454744951
Web Cache Communication Protocols,418,331,87,0.9156404223169403,0.9156404223169403
Machine Learning Algorithms,1725,1365,360,0.9154353902433479,0.9154353902433479
Flutter,54,43,11,0.9140653087800263,0.9140653087800263
Grassroots Fundraising,106,40,66,-0.9122485674947232,0.9122485674947232
Facebook Advertising,69,26,43,-0.9119647990478699,0.9119647990478699
Clinical Product Development,32,12,20,-0.9110448357815146,0.9110448357815146
Embedded Linux,32,12,20,-0.9110448357815146,0.9110448357815146
Interest Rate Risk Management,92,73,19,0.910522346703682,0.910522346703682
Interactive Web Development,30,24,6,0.9105223467036812,0.9105223467036812
Channel Strategy,30,24,6,0.9105223467036812,0.9105223467036812
JavaScript Build,68,54,14,0.9077034582972612,0.9077034582972612
Character Encodings in HTML,68,54,14,0.9077034582972612,0.9077034582972612
Alternative Investment Strategies,125,99,26,0.9066643172269622,0.9066643172269622
Real Estate Private Equity,627,495,132,0.9026361143983577,0.9026361143983577
Project Engineering,37,14,23,-0.8992003656689924,0.8992003656689924
Rhino,37,14,23,-0.8992003656689924,0.8992003656689924
Global Leadership,58,46,12,0.8973750743396467,0.8973750743396467
Joint Design Manufacturing,39,31,8,0.8935727883899087,0.8935727883899087
Python Flask,4113,3239,874,0.893173387485947,0.893173387485947
React Native Applications,227,179,48,0.8922628160394881,0.8922628160394881
Computational Biology,29,11,18,-0.8917722906604828,0.8917722906604828
Financial Analysis Software,2224,1751,473,0.8917273360660003,0.8917273360660003
Collaborative Leadership,42,16,26,-0.8901329460310503,0.8901329460310503
Online Writing,42,16,26,-0.8901329460310503,0.8901329460310503
Investment Strategy,597,470,127,0.8893310004815453,0.8893310004815453
Derivative Valuation,816,642,174,0.887093481181485,0.887093481181485
Philosophy of Science,99,38,61,-0.8847275274641424,0.8847275274641424
Bloomberg,1113,875,238,0.8840772474521024,0.8840772474521024
Bloomberg Terminal,692,544,148,0.8829343901848525,0.8829343901848525
Logical Data Modeling,34,27,7,0.8829343901848521,0.8829343901848521
SQL Injection,34,13,21,-0.8817118436346414,0.8817118436346414
Digital Communication Strategy,34,13,21,-0.8817118436346414,0.8817118436346414
Google Sheets,91,35,56,-0.881056535616433,0.881056535616433
Emerging Markets,127,100,27,0.8796231288811969,0.8796231288811969
Computer Science Engineering,820,644,176,0.8788053520604824,0.8788053520604824
Professional Technical Training,158,61,97,-0.8771637971367379,0.8771637971367379
Financial Risk Modeling,967,759,208,0.8763726868515636,0.8763726868515636
Canva Design,39,15,24,-0.8741816875708883,0.8741816875708883
Non Linear Editing,39,15,24,-0.8741816875708883,0.8741816875708883
Cybersecurity Incident Management,43,34,9,0.8733189314854117,0.8733189314854117
Computer Networking,43,34,9,0.8733189314854117,0.8733189314854117
Multiprotocol Label Switching,43,34,9,0.8733189314854117,0.8733189314854117
Operating Systems Design,117,92,25,0.8721815984085906,0.8721815984085906
Empirical Research,98,38,60,-0.8683337176884658,0.8683337176884658
Data Mining Methods,26,10,16,-0.8683337176884658,0.8683337176884658
Creative Direction,26,10,16,-0.8683337176884658,0.8683337176884658
Adobe Creative,44,17,27,-0.8683337176884649,0.8683337176884649
Feature Articles,31,12,19,-0.861034415206853,0.861034415206853
Recruitment Marketing,59,23,36,-0.8566604333837402,0.8566604333837402
Linux Commands,79,62,17,0.856617081867479,0.856617081867479
Django Rest Framework,47,37,10,0.856617081867479,0.856617081867479
Operational Risk Management,79,62,17,0.856617081867479,0.856617081867479
Snowflake Schema,47,37,10,0.856617081867479,0.856617081867479
Financial Markets,376,294,82,0.8561321158055977,0.8561321158055977
Scanning Electron Microscopy,36,14,22,-0.8557152537292536,0.8557152537292536
Adobe Acrobat,36,14,22,-0.8557152537292536,0.8557152537292536
Apache Kafka,88,69,19,0.8545636930556375,0.8545636930556375
Finance Analysis,56,44,12,0.853411950918531,0.853411950918531
Embedded SQL,56,44,12,0.853411950918531,0.853411950918531
Tutoring,69,27,42,-0.8516666652032541,0.8516666652032541
Service Portfolio Management,106,83,23,0.8514976167612884,0.8514976167612884
Healthcare Customer Service,2213,871,1342,-0.8484215553683521,0.8484215553683521
Crispr Gene Editing,188,74,114,-0.8461242915541884,0.8461242915541884
Microsoft Excel,51,20,31,-0.8459112536326323,0.8459112536326323
Jest,33,26,7,0.8458931185045033,0.8458931185045033
Frontend Development,232,181,51,0.8433252520898069,0.8433252520898069
Unit Testing,51,40,11,0.8426063447978809,0.8426063447978809
Tax Management,51,40,11,0.8426063447978809,0.8426063447978809
Industrial Research,66,26,40,-0.8405058350657253,0.8405058350657253
Corporate Strategy Formulation,168,131,37,0.838317324696046,0.838317324696046
Strategic Marketing,28,11,17,-0.836202439505672,0.836202439505672
Strategy Development,64,50,14,0.8314760929093774,0.8314760929093774
Interpersonal Skills,390,155,235,-0.8314137757825919,0.8314137757825919
Sports Marketing,43,17,26,-0.8312924460081161,0.8312924460081161
Active Listening,43,17,26,-0.8312924460081161,0.8312924460081161
Patient Family Teaching,136,54,82,-0.8309461856168454,0.8309461856168454
Software Testing Automation Framework,158,123,35,0.8303598656412543,0.8303598656412543
International Relations,161,64,97,-0.829535748147483,0.829535748147483
Structured Finance,207,161,46,0.8287042361239925,0.8287042361239925
Product Strategy,122,95,27,0.828591648868751,0.828591648868751
MATLAB,2359,940,1419,-0.827996921117349,0.827996921117349
Retail Banking,37,29,8,0.8279755059040959,0.8279755059040959
Programming Languages,83,33,50,-0.8267764913957016,0.8267764913957016
Oracle Retail,28,22,6,0.8253645383633748,0.8253645383633748
Technology Entrepreneurship,99,77,22,0.8204140332035195,0.8204140332035195
News Writing,120,48,72,-0.8183713578625991,0.8183713578625991
Equity Research,1583,1226,357,0.8164359076190735,0.8164359076190735
Motivational Speaking,3194,1282,1912,-0.8159485826011744,0.8159485826011744
Multimedia Marketing Communications,65,26,39,-0.8155045328603077,0.8155045328603077
Geometric Dimensioning and Tolerancing,55,22,33,-0.8143787235660547,0.8143787235660547
Stakeholder Engagement,45,18,27,-0.812763866533655,0.812763866533655
Azure Kubernetes,200,155,45,0.8125848117169765,0.8125848117169765
Training Design,122,49,73,-0.8116613305895548,0.8116613305895548
Financial Modeling,1916,1482,434,0.8109405922210258,0.8109405922210258
Internal Communications,35,14,21,-0.8102528796524968,0.8102528796524968
Interviewing,30,12,18,-0.8083906817214315,0.8083906817214315
Chinese Literature,30,12,18,-0.8083906817214315,0.8083906817214315
Grafana,32,25,7,0.8074268376767071,0.8074268376767071
Video Blogging,243,98,145,-0.806468132378912,0.806468132378912
Web Design Principles,25,10,15,-0.8058133607071314,0.8058133607071314
Scientific Training,25,10,15,-0.8058133607071314,0.8058133607071314
Customer Research,111,86,25,0.8051173678280446,0.8051173678280446
Business Workflow Analysis,67,52,15,0.8036245517269691,0.8036245517269691
Multitasking Skills,67,27,40,-0.8034645633853765,0.8034645633853765
Procedure Writing,121,49,72,-0.7979624862313921,0.7979624862313921
Technology Valuation,189,146,43,0.7979158964170758,0.7979158964170758
Active Learning,47,19,28,-0.7958382156503117,0.7958382156503117
Software Business Analysis,158,122,36,0.7944501754509279,0.7944501754509279
Interpersonal Communication,246,100,146,-0.7932162949033996,0.7932162949033996
Online Survey Design,42,17,25,-0.7928261651803199,0.7928261651803199
Visual Merchandising Standards,42,17,25,-0.7928261651803199,0.7928261651803199
Digital Manufacturing,69,28,41,-0.7921379339074557,0.7921379339074557
Research Analysis,64,26,38,-0.7898621022469703,0.7898621022469703
Event Management Software,37,15,22,-0.789023879230581,0.789023879230581
Military Operations,59,24,35,-0.7872081728760971,0.7872081728760971
Requirements Engineering,131,101,30,0.7859835209230681,0.7859835209230681
Microsoft BI Suite,32,13,19,-0.7840733740707249,0.7840733740707249
Institutional Sales,40,31,9,0.7823471532796846,0.7823471532796846
International Economic Law,169,130,39,0.7787239609102636,0.7787239609102636
Model Training,754,579,175,0.7781780259284781,0.7781780259284781
Biochemical Engineering,27,11,16,-0.7773619394827387,0.7773619394827387
Digital Fundraising,44,18,26,-0.7757225948533062,0.7757225948533062
Strategic Communications Counsel,151,62,89,-0.775420662483862,0.775420662483862
Functional Programming,87,67,20,0.775354117788714,0.775354117788714
Django Framework,190,146,44,0.7751876453395199,0.7751876453395199
Tax Accounting,44,34,10,0.7732354729284285,0.7732354729284285
Fund Accounting,61,47,14,0.7702324676686585,0.7702324676686585
Lesson Planning,119,49,70,-0.7699886341889863,0.7699886341889863
OCaml,279,214,65,0.7699110017814572,0.7699110017814572
Higher Education Research,293,121,172,-0.7668315676362192,0.7668315676362192
HR Project Management,51,21,30,-0.7660223424251571,0.7660223424251571
Vue.js,99,76,23,0.7639417257369692,0.7639417257369692
Academic Program Management,104,43,61,-0.7626248306632419,0.7626248306632419
Statistical Hypothesis Testing,34,14,20,-0.7626248306632419,0.7626248306632419
Corporate Storytelling,34,14,20,-0.7626248306632419,0.7626248306632419
Wealth Management,52,40,12,0.7592247358588295,0.7592247358588295
Unix System Services,35,27,8,0.7577712472308464,0.7577712472308464
JSON Web Signature,73,56,17,0.7556911632775183,0.7556911632775183
Real Estate Project Management,65,27,38,-0.7528208305666215,0.7528208305666215
High Performance Computing,53,22,31,-0.7528208305666206,0.7528208305666206
Press Releases,77,32,45,-0.7528208305666206,0.7528208305666206
Employee Training,41,17,24,-0.7528208305666206,0.7528208305666206
Economic Modeling,29,12,17,-0.7528208305666206,0.7528208305666206
Query Writing,102,78,24,0.7480769132922731,0.7480769132922731
Legal Due Diligence,85,65,20,0.7452766625514355,0.7452766625514355
Training and Development Needs Assessment,43,33,10,0.7438215877221346,0.7438215877221346
Economic Theories,36,15,21,-0.7435615051538242,0.7435615051538242
Film Editing,36,15,21,-0.7435615051538242,0.7435615051538242
Employee Conflict Resolution,74,31,43,-0.7391219862084588,0.7391219862084588
Economic Policy Analysis,93,39,54,-0.7382486237075296,0.7382486237075296
Computer Programming,1336,1016,320,0.7378897627622685,0.7378897627622685
Financial Literacy Training,72,55,17,0.7378335458775123,0.7378335458775123
Fortran,43,18,25,-0.73725631402551,0.73725631402551
Diversity and Inclusion,62,26,36,-0.7365161215416771,0.7365161215416771
Analyses Big Data,1730,1315,415,0.7361408922394364,0.7361408922394364
Java Code,501,381,120,0.736112503848394,0.736112503848394
Exploratory Data Analysis,283,119,164,-0.7359427927792699,0.7359427927792699
Object-Oriented Programming,567,431,136,0.7345943019530603,0.7345943019530603
Alternative Financial Services,51,39,12,0.7342234336534128,0.7342234336534128
Military Logistics,50,21,29,-0.7326859221575655,0.7326859221575655
Private Equity Fund,508,386,122,0.7326722440972873,0.7326722440972873
Unsecured Loans,26,20,6,0.7322741152973631,0.7322741152973631
Senior Real Estate,26,20,6,0.7322741152973631,0.7322741152973631
Customer Negotiations,31,13,18,-0.7314296405853034,0.7314296405853034
Mathematical Modeling,121,51,70,-0.7303794960939403,0.7303794960939403
Presentation Coaching,38,16,22,-0.7265035222492475,0.7265035222492475
Web Development Technology,38,16,22,-0.7265035222492475,0.7265035222492475
Customer Insight,30,23,7,0.7257488066624402,0.7257488066624402
Monetary Economics,30,23,7,0.7257488066624402,0.7257488066624402
Group Financial Reporting,67,51,16,0.7218728328177475,0.7218728328177475
Hedges,34,26,8,0.7207299755504977,0.7207299755504977
Model Risk Management,34,26,8,0.7207299755504977,0.7207299755504977
HTML Formatting,34,26,8,0.7207299755504977,0.7207299755504977
NoSQL,75,57,18,0.7176656217736177,0.7176656217736177
Direct Investments,190,144,46,0.7174786010137679,0.7174786010137679
Global Project Management,346,262,84,0.7171509537231424,0.7171509537231424
Java EE Connector Architecture,79,60,19,0.7158803055216874,0.7158803055216874
Investment Properties,26,11,15,-0.7148415825014043,0.7148415825014043
Aspen Plus,26,11,15,-0.7148415825014043,0.7148415825014043
Sketchup,26,11,15,-0.7148415825014043,0.7148415825014043
Defense Satellite Communications Systems,26,11,15,-0.7148415825014043,0.7148415825014043
Television News,26,11,15,-0.7148415825014043,0.7148415825014043
Java Cryptography Extension,101,43,58,-0.7126144100885803,0.7126144100885803
Engineering Procurement and Construction Management,40,17,23,-0.7111481341660522,0.7111481341660522
Emerging Market Debt,95,72,23,0.7102375467651081,0.7102375467651081
WordPress REST API,47,20,27,-0.7101097124735709,0.7101097124735709
Project Management Information Systems,54,41,13,0.7066551478468606,0.7066551478468606
PHP Modules,58,44,14,0.7049919458002574,0.7049919458002574
WordPress Developer,62,47,15,0.7035410931699868,0.7035410931699868
Linux Virtual Server,70,53,17,0.7011321790270841,0.7011321790270841
Student Mentoring,70,30,40,-0.6999238844445355,0.6999238844445355
C++,5303,3994,1309,0.698924436028922,0.698924436028922
Safety Training Programs,42,18,24,-0.6972509794118107,0.6972509794118107
Autodesk Fusion 360,179,77,102,-0.6959334561645694,0.6959334561645694
Retail Leadership,35,15,20,-0.6959334561645694,0.6959334561645694
Singing,35,15,20,-0.6959334561645694,0.6959334561645694
Project Procurement Management,28,12,16,-0.6939803305436874,0.6939803305436874
Requirements Management,28,12,16,-0.6939803305436874,0.6939803305436874
Industrial Communication Protocols,28,12,16,-0.6939803305436874,0.6939803305436874
Mergers and Acquisitions,387,291,96,0.6891484035001989,0.6891484035001989
Sports Coaching,51,22,29,-0.6872235480808078,0.6872235480808078
Economic Analysis,571,429,142,0.6869311477701965,0.6869311477701965
Applied Economics,750,563,187,0.6840398941239574,0.6840398941239574
Notion Productivity Software,85,64,21,0.6822636947227014,0.6822636947227014
Industrial Robotics,81,61,20,0.6822636947227014,0.6822636947227014
Data Structure Alignment,29,22,7,0.6822636947227014,0.6822636947227014
Computer Engineering,29,22,7,0.6822636947227014,0.6822636947227014
Electronic Trading,33,25,8,0.6822636947227014,0.6822636947227014
Decentralized Finance,49,37,12,0.6822636947227014,0.6822636947227014
