skill,users,popular_users,nonpopular_users,popular_rate,log_odds_popular,abs_log_odds
customer service desk,2251,343,1908,0.15237672145713016,0.1974842048533354,0.1974842048533354
statistical modeling,133,14,119,0.10526315789473684,-0.19679775656882104,0.19679775656882104
computer-aided manufacturing,216,23,193,0.10648148148148148,-0.19590712594350723,0.19590712594350723
collateral valuation,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
architectural photography,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
java specification requests,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
microsoft office,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
channel strategy,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
consumer behavior,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
software engineering practices,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
management training and development,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
digital media sales,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
graph theory,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
liquidity management,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
offer management,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
theatrical production,22,3,19,0.13636363636363635,0.19471846830188255,0.19471846830188255
diversity and inclusion,101,15,86,0.1485148514851485,0.19306557536358326,0.19306557536358326
internal sales,22,2,20,0.09090909090909091,-0.19176418889399116,0.19176418889399116
real estate tax appeals,22,2,20,0.09090909090909091,-0.19176418889399116,0.19176418889399116
streamlit,22,2,20,0.09090909090909091,-0.19176418889399116,0.19176418889399116
3d rendering software,22,2,20,0.09090909090909091,-0.19176418889399116,0.19176418889399116
gross sales,22,2,20,0.09090909090909091,-0.19176418889399116,0.19176418889399116
annual budget preparation,22,2,20,0.09090909090909091,-0.19176418889399116,0.19176418889399116
heat transfer,22,2,20,0.09090909090909091,-0.19176418889399116,0.19176418889399116
mindfulness,22,2,20,0.09090909090909091,-0.19176418889399116,0.19176418889399116
suse linux,55,8,47,0.14545454545454545,0.1917064178318908,0.1917064178318908
social entrepreneurship,55,8,47,0.14545454545454545,0.1917064178318908,0.1917064178318908
html application,326,49,277,0.15030674846625766,0.18852170176437122,0.18852170176437122
creativity skills,141,15,126,0.10638297872340426,-0.1870323188661578,0.1870323188661578
marketing analytics tools,42,6,36,0.14285714285714285,0.18685988168936074,0.18685988168936074
microsoft certified professional,1061,160,901,0.15080113100848255,0.1866038653029145,0.1866038653029145
investment sales,31,3,28,0.0967741935483871,-0.18477115340302053,0.18477115340302053
test planning,31,3,28,0.0967741935483871,-0.18477115340302053,0.18477115340302053
saas sales,31,3,28,0.0967741935483871,-0.18477115340302053,0.18477115340302053
inventory control management,31,3,28,0.0967741935483871,-0.18477115340302053,0.18477115340302053
sales engineering,31,3,28,0.0967741935483871,-0.18477115340302053,0.18477115340302053
usability testing,31,3,28,0.0967741935483871,-0.18477115340302053,0.18477115340302053
renewable energy systems,31,3,28,0.0967741935483871,-0.18477115340302053,0.18477115340302053
analog photography,31,3,28,0.0967741935483871,-0.18477115340302053,0.18477115340302053
ui/ux wireframing,62,9,53,0.14516129032258066,0.18398011008074988,0.18398011008074988
quantitative finance,104,11,93,0.10576923076923077,-0.18324443554922087,0.18324443554922087
security information and event management,102,15,87,0.14705882352941177,0.1815711959378481,0.1815711959378481
manufacturing automation,40,4,36,0.1,-0.18086489843595643,0.18086489843595643
retirement planning,40,4,36,0.1,-0.18086489843595643,0.18086489843595643
data engineering,202,30,172,0.1485148514851485,0.17969941251816746,0.17969941251816746
ltspice,49,5,44,0.10204081632653061,-0.17837113155755357,0.17837113155755357
statistical process control,49,5,44,0.10204081632653061,-0.17837113155755357,0.17837113155755357
derivative accounting,49,5,44,0.10204081632653061,-0.17837113155755357,0.17837113155755357
scientific management,29,4,25,0.13793103448275862,0.17776890998810924,0.17776890998810924
business negotiation,29,4,25,0.13793103448275862,0.17776890998810924,0.17776890998810924
grafana,29,4,25,0.13793103448275862,0.17776890998810924,0.17776890998810924
scripting language,89,13,76,0.14606741573033707,0.17776890998810924,0.17776890998810924
windows management instrumentation,29,4,25,0.13793103448275862,0.17776890998810924,0.17776890998810924
professional football,29,4,25,0.13793103448275862,0.17776890998810924,0.17776890998810924
windows software development,29,4,25,0.13793103448275862,0.17776890998810924,0.17776890998810924
wordpress rest api,58,6,52,0.10344827586206896,-0.17664102731977138,0.17664102731977138
pivot tables and charts,58,6,52,0.10344827586206896,-0.17664102731977138,0.17664102731977138
asia business development,176,26,150,0.14772727272727273,0.17555161417946152,0.17555161417946152
microstrategy software development kit,67,7,60,0.1044776119402985,-0.17537037911831543,0.17537037911831543
rapid control prototyping,76,8,68,0.10526315789473684,-0.17439761639569262,0.17439761639569262
applications of artificial intelligence,94,10,84,0.10638297872340426,-0.17300631182343462,0.17300631182343462
sustainability research,112,12,100,0.10714285714285714,-0.17205911781465844,0.17205911781465844
digital manufacturing,56,8,48,0.14285714285714285,0.17087233092904874,0.17087233092904874
autodesk fusion 360,166,18,148,0.10843373493975904,-0.17044426078225872,0.17044426078225872
solidity,36,5,31,0.1388888888888889,0.1671305117830535,0.1671305117830535
computer science education,164,24,140,0.14634146341463414,0.1658355941530969,0.1658355941530969
3d cad,659,73,586,0.11077389984825493,-0.16451729649852354,0.16451729649852354
user design,147,16,131,0.10884353741496598,-0.16327650533506777,0.16327650533506777
technical project leadership,416,46,370,0.11057692307692307,-0.16303116676661533,0.16303116676661533
six sigma black belt certification,178,26,152,0.14606741573033707,0.16235010232092595,0.16235010232092595
r,1303,145,1158,0.11128165771297006,-0.1623352918846681,0.1623352918846681
convolutional neural networks,70,10,60,0.14285714285714285,0.16110185750289752,0.16110185750289752
piano pedagogy,43,6,37,0.13953488372093023,0.15983120930144157,0.15983120930144157
architectural research,75,8,67,0.10666666666666667,-0.15969146900599718,0.15969146900599718
programming languages,75,8,67,0.10666666666666667,-0.15969146900599718,0.15969146900599718
robot operating system,104,15,89,0.14423076923076922,0.15897136402060674,0.15897136402060674
powerpoint animation,10467,1172,9295,0.1119709563389701,-0.15802222537362165,0.15802222537362165
nonprofit accounting,294,43,251,0.14625850340136054,0.1576879139310603,0.1576879139310603
big data analytics,77,11,66,0.14285714285714285,0.15751505308361136,0.15751505308361136
apprenticeship training,57,6,51,0.10526315789473684,-0.15740966539188328,0.15740966539188328
engineering science,48,5,43,0.10416666666666667,-0.15564288047999764,0.15564288047999764
imovie,48,5,43,0.10416666666666667,-0.15564288047999764,0.15564288047999764
linux server,48,5,43,0.10416666666666667,-0.15564288047999764,0.15564288047999764
statistical inference,16,2,14,0.125,0.1545120478238422,0.1545120478238422
qualitative analysis,16,2,14,0.125,0.1545120478238422,0.1545120478238422
data center virtualization,16,2,14,0.125,0.1545120478238422,0.1545120478238422
networking devices,16,2,14,0.125,0.1545120478238422,0.1545120478238422
lean startup methodology,16,2,14,0.125,0.1545120478238422,0.1545120478238422
equity trading,16,2,14,0.125,0.1545120478238422,0.1545120478238422
digital logic design,16,2,14,0.125,0.1545120478238422,0.1545120478238422
facility management,16,2,14,0.125,0.1545120478238422,0.1545120478238422
crosschannel marketing,16,2,14,0.125,0.1545120478238422,0.1545120478238422
environmental graphic design,16,2,14,0.125,0.1545120478238422,0.1545120478238422
microsoft word,16,2,14,0.125,0.1545120478238422,0.1545120478238422
product engineering,16,2,14,0.125,0.1545120478238422,0.1545120478238422
training,16,2,14,0.125,0.1545120478238422,0.1545120478238422
microsoft 365,16,2,14,0.125,0.1545120478238422,0.1545120478238422
shopify templates,16,2,14,0.125,0.1545120478238422,0.1545120478238422
sql backup and restore,16,2,14,0.125,0.1545120478238422,0.1545120478238422
technology leadership,84,12,72,0.14285714285714285,0.1545120478238422,0.1545120478238422
small business innovation research,16,2,14,0.125,0.1545120478238422,0.1545120478238422
value stream mapping,16,2,14,0.125,0.1545120478238422,0.1545120478238422
marketing attribution,16,2,14,0.125,0.1545120478238422,0.1545120478238422
scanner troubleshooting,16,2,14,0.125,0.1545120478238422,0.1545120478238422
corporate sales management,16,2,14,0.125,0.1545120478238422,0.1545120478238422
structured query language,16,2,14,0.125,0.1545120478238422,0.1545120478238422
java foundation classes,16,2,14,0.125,0.1545120478238422,0.1545120478238422
procreate app,50,7,43,0.14,0.15451204782384131,0.15451204782384131
quantitative marketing research,50,7,43,0.14,0.15451204782384131,0.15451204782384131
minitab,39,4,35,0.10256410256410256,-0.15308533432888094,0.15308533432888094
remote infrastructure management,39,4,35,0.10256410256410256,-0.15308533432888094,0.15308533432888094
applied statistics,752,110,642,0.14627659574468085,0.1520186695646486,0.1520186695646486
multivariate statistics,173,25,148,0.14450867052023122,0.15046345929784177,0.15046345929784177
computer simulation,30,3,27,0.1,-0.14905307080094143,0.14905307080094143
multilevel marketing,30,3,27,0.1,-0.14905307080094143,0.14905307080094143
health economics and outcomes research,30,3,27,0.1,-0.14905307080094143,0.14905307080094143
pic microcontrollers,30,3,27,0.1,-0.14905307080094143,0.14905307080094143
small business administration,30,3,27,0.1,-0.14905307080094143,0.14905307080094143
acidbase chemistry,30,3,27,0.1,-0.14905307080094143,0.14905307080094143
pandas,570,83,487,0.1456140350877193,0.14792630679512353,0.14792630679512353
database management system,64,9,55,0.140625,0.14727874323032175,0.14727874323032175
valuation,83,9,74,0.10843373493975904,-0.14713736140280265,0.14713736140280265
digital photography,83,9,74,0.10843373493975904,-0.14713736140280265,0.14713736140280265
quickbooks online,74,8,66,0.10810810810810811,-0.14476581878932215,0.14476581878932215
investor relations,23,3,20,0.13043478260869565,0.1447080477272218,0.1447080477272218
user interviews,23,3,20,0.13043478260869565,0.1447080477272218,0.1447080477272218
data,23,3,20,0.13043478260869565,0.1447080477272218,0.1447080477272218
it project implementation,23,3,20,0.13043478260869565,0.1447080477272218,0.1447080477272218
html,23,3,20,0.13043478260869565,0.1447080477272218,0.1447080477272218
failure analysis,23,3,20,0.13043478260869565,0.1447080477272218,0.1447080477272218
anaconda,23,3,20,0.13043478260869565,0.1447080477272218,0.1447080477272218
data presentation,118,13,105,0.11016949152542373,-0.14365130209552124,0.14365130209552124
food product development,78,11,67,0.14102564102564102,0.14258940286693633,0.14258940286693633
html editor,133,19,114,0.14285714285714285,0.14220960795162263,0.14220960795162263
nonprofit development,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
website analytics tools,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
money management,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
lease administration,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
arcgis survey123,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
business model development,65,7,58,0.1076923076923077,-0.1417537683193304,0.1417537683193304
smartsheet,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
visual design,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
facebook insights,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
clinical trial management system,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
search advertising,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
french horn,65,7,58,0.1076923076923077,-0.1417537683193304,0.1417537683193304
sustainability standards,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
arm assembly,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
hr consulting,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
case management services,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
email newsletter,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
hedges,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
pitching,21,2,19,0.09523809523809523,-0.1417537683193304,0.1417537683193304
java full stack development,85,12,73,0.1411764705882353,0.14081320346568038,0.14081320346568038
quantitative data analysis,1111,161,950,0.14491449144914492,0.13988694611044306,0.13988694611044306
corporate budgeting,30,4,26,0.13333333333333333,0.139302629160313,0.139302629160313
sales inventory and operations planning,30,4,26,0.13333333333333333,0.139302629160313,0.139302629160313
azure sql server,30,4,26,0.13333333333333333,0.139302629160313,0.139302629160313
advertising agency,30,4,26,0.13333333333333333,0.139302629160313,0.139302629160313
sql server management studio,30,4,26,0.13333333333333333,0.139302629160313,0.139302629160313
